ClientCompany,Division,Region,ServiceType,ServiceCost,CustomerName,CustomerContact,CustomerAddress,DateInterviewed,InvoiceDate,WorkOrderCloseDate,Q1_Score,Q2_Score,Q3_Score,Q4_Score,Q5_Score,Q6_Score,AverageScore,NPS_Label,WasQueueLong,WasStaffPolite,UsedMobileBanking,IssueResolved,WaitTimeCategory
"Clark, Griffin and Hill",Regional Branch,New York,Loan Services,2460.24,Randy Huang,740-618-1217,"802 Brown Track Apt. 066, Smithchester, AZ 62459",2024-12-26,2024-12-26,2024-12-28,6,8,6,8,4,10,7.0,Passive,False,True,False,True,medium
Reyes Ltd,Headquarters,New York,Branch Services,3472.6,Julie Campbell MD,+1-907-275-2605,"52751 Rosario Mountain Suite 395, West Robert, ID 57070",2024-02-23,2024-02-23,2024-07-24,8,9,10,10,4,5,7.666666666666667,Passive,True,True,False,True,medium
Henderson Group,Headquarters,Florida,Account Opening,2375.18,Daniel Taylor,263-569-0731x1762,"927 Tiffany Extensions, Lake Scottport, TN 04254",2024-10-31,2024-10-31,2024-11-08,8,9,6,8,6,6,7.166666666666667,Passive,False,False,True,True,medium
"Curry, Bates and Murphy",Online Division,Illinois,Online Banking,1593.34,Kristin Walker,2502867828,"348 Miguel Rapid Apt. 433, Brendastad, WV 20950",2024-03-04,2024-03-04,2024-12-27,6,5,6,10,6,10,7.166666666666667,Passive,False,False,True,True,short
"Garcia, Phillips and Andrews",Headquarters,Texas,Account Opening,3493.32,Heather Neal,850.474.3929,"Unit 5438 Box 3305, DPO AA 67826",2024-02-24,2024-02-24,2024-05-02,8,6,9,6,8,10,7.833333333333333,Passive,False,True,False,True,medium
"Farley, Dickerson and Torres",Regional Branch,New York,Investment Services,2903.94,Alicia Walker,308.843.6959,"87600 Rhonda Courts Apt. 786, Josephmouth, FM 85657",2024-02-13,2024-02-13,2024-09-28,10,6,7,10,6,10,8.166666666666666,Passive,False,False,False,True,short
Benson and Sons,Regional Branch,Pennsylvania,Investment Services,3707.75,Catherine Stewart,290-597-3621x2663,"Unit 8537 Box 9951, DPO AP 00947",2024-12-29,2024-12-29,2024-12-30,6,9,9,9,4,6,7.166666666666667,Passive,False,True,False,True,long
"Garcia, White and Perez",Headquarters,Ohio,Loan Services,2752.48,Robert Glenn,+1-332-909-9564x13728,"98944 Cohen Spur, Lake Richard, NY 09420",2024-06-01,2024-06-01,2024-06-29,7,9,8,5,8,9,7.666666666666667,Passive,False,True,False,True,long
"Pacheco, Anderson and Meyer",Regional Branch,Texas,Online Banking,3559.79,Jade Anderson,4468028677,"43867 Candace Cliffs, East Pamelaport, WA 32201",2024-09-03,2024-09-03,2024-11-30,10,9,8,7,4,8,7.666666666666667,Passive,True,True,False,True,long
"Robinson, Walsh and Perez",Regional Branch,California,Branch Services,3207.69,Jennifer Flores,740.633.9891,"085 Kristie Inlet, West Michelle, NY 12000",2024-03-02,2024-03-02,2024-10-21,8,5,5,10,7,9,7.333333333333333,Passive,False,True,True,True,medium
Clarke LLC,Headquarters,California,Online Banking,3028.32,Dorothy Sellers,001-869-552-2853x421,"867 Donovan Causeway Suite 548, Robertbury, CT 18677",2024-04-21,2024-04-21,2024-08-03,8,9,6,8,7,7,7.5,Passive,False,True,False,True,long
"Brown, Lee and Cruz",Online Division,Ohio,Investment Services,2690.83,Brenda Fitzgerald,001-464-772-6248x56699,"084 Chad Island Apt. 566, South Pamelaburgh, MN 58928",2024-02-21,2024-02-21,2024-05-23,8,7,10,6,7,7,7.5,Passive,False,False,True,True,short
Roberts-Terry,Online Division,Illinois,Loan Services,4446.98,Manuel Ruiz,+1-869-864-1090x2411,"4351 Gonzales Rapid Apt. 034, Christinaburgh, CO 98799",2024-04-20,2024-04-20,2024-12-27,8,10,5,8,9,8,8.0,Passive,True,True,True,True,medium
Sanchez-Thomas,Headquarters,Georgia,Loan Services,4065.48,Courtney Webster,284-452-9119x46008,"04777 Fields Extension Apt. 431, New Jason, PR 64305",2024-10-05,2024-10-05,2024-11-11,6,10,10,7,7,10,8.333333333333334,Passive,False,False,True,True,short
Ware PLC,Regional Branch,Pennsylvania,Online Banking,4579.57,David Lopez,(659)311-4622x969,"701 Anna Mountain Apt. 717, New Amandaview, SD 42747",2024-11-14,2024-11-14,2024-12-20,6,7,7,5,6,5,6.0,Detractor,True,True,False,True,medium
"Wade, Bennett and Hernandez",Headquarters,Texas,Account Opening,2232.2,Daniel Branch,(460)380-8100x41963,"USS Ellis, FPO AP 45844",2024-03-01,2024-03-01,2024-03-22,7,8,10,6,9,7,7.833333333333333,Passive,False,True,True,True,medium
Lawrence LLC,Headquarters,Georgia,Investment Services,2950.54,Jeffery Quinn,+1-321-789-7904,"581 Yolanda Orchard Suite 653, Hobbsfort, AL 57554",2024-01-07,2024-01-07,2024-02-29,9,5,8,8,8,8,7.666666666666667,Passive,False,True,True,True,short
Ray and Sons,Regional Branch,Texas,Account Opening,5455.3,Vicki Jennings,9705790586,"2181 Brown Vista, Port Frederick, CT 87892",2024-02-05,2024-02-05,2024-10-03,6,6,6,6,6,10,6.666666666666667,Detractor,False,False,False,True,short
"Cox, Sanchez and Johnson",Regional Branch,Georgia,Investment Services,4420.5,Jerry Ramirez,+1-344-301-3614,"USNV Ortiz, FPO AP 29677",2024-10-22,2024-10-22,2024-10-26,6,6,8,6,9,8,7.166666666666667,Passive,True,False,False,True,short
Smith Group,Regional Branch,Illinois,Investment Services,1484.26,Eugene Robinson,716-946-6252,"2177 Green Union, West Rickmouth, PA 64765",2024-11-04,2024-11-04,2024-12-07,10,10,6,7,8,8,8.166666666666666,Passive,True,False,False,True,medium
Molina-Manning,Online Division,New York,Branch Services,3658.54,Catherine Caldwell,861.529.7282x1318,"54376 Luis Road, Susanmouth, HI 07429",2024-05-27,2024-05-27,2024-10-21,10,7,6,5,6,7,6.833333333333333,Detractor,False,False,False,True,short
Taylor-Martinez,Regional Branch,Florida,Loan Services,4794.56,Aaron Holmes,7199512392,"5219 Wilson Station Apt. 426, Coreyton, PR 23341",2024-11-03,2024-11-03,2024-12-29,6,8,7,10,10,6,7.833333333333333,Passive,False,True,True,True,long
Randall and Sons,Online Division,New York,Investment Services,2510.56,Christopher Adams,728-455-4516x121,"3844 Young Forest Apt. 274, South Grantside, SC 58769",2024-11-10,2024-11-10,2024-12-23,10,9,10,9,7,9,9.0,Promoter,False,True,False,True,short
Cherry-Adams,Regional Branch,Pennsylvania,Online Banking,4108.7,Vanessa Brown,343.372.6809,"209 Wood Motorway, South Lynn, OH 29141",2024-04-22,2024-04-22,2024-05-09,9,9,10,10,10,9,9.5,Promoter,True,True,False,True,long
Mata Group,Headquarters,Illinois,Online Banking,2832.88,Melissa Gill,3492283158,"748 Dana Roads, Leehaven, FM 05286",2024-10-24,2024-10-24,2024-12-17,8,10,6,8,7,8,7.833333333333333,Passive,False,True,False,True,short
Moran LLC,Headquarters,Texas,Loan Services,4278.45,Andrea Walker,889.805.9313,"81320 Angela Knolls, Ramirezville, TX 86548",2024-03-06,2024-03-06,2024-03-10,8,8,5,9,9,10,8.166666666666666,Passive,False,False,False,True,short
Preston PLC,Regional Branch,California,Online Banking,2692.22,Patrick Freeman,(657)333-8358,"57061 Christopher Village Apt. 914, North Robert, NV 18720",2024-01-05,2024-01-05,2024-03-24,8,8,10,7,8,9,8.333333333333334,Passive,False,True,False,True,long
Williamson-Schultz,Regional Branch,California,Loan Services,3186.61,Thomas Green,(343)469-6259,"27332 Adams Ferry, North Kristinland, MA 80503",2024-11-06,2024-11-06,2024-12-03,7,8,10,5,8,6,7.333333333333333,Passive,False,True,False,False,short
Higgins-Martinez,Headquarters,Georgia,Investment Services,4195.05,Ashley Keller,+1-342-293-7461,"8936 Horn Flat Apt. 948, South Chelsea, AK 87169",2024-02-01,2024-02-01,2024-09-27,4,6,8,10,7,6,6.833333333333333,Detractor,False,True,True,False,short
Bond-Robinson,Regional Branch,California,Account Opening,4881.16,Debra Powell,721-534-3386,"79908 Ruiz Knoll, Robertton, AL 34356",2024-06-29,2024-06-29,2024-10-15,5,3,8,6,5,9,6.0,Detractor,True,False,True,True,short
"Davis, Patton and Lambert",Online Division,Ohio,Branch Services,3243.8,Matthew Beck,(664)520-9145x2568,"833 Marissa Passage, North Rebecca, MP 33607",2024-10-23,2024-10-23,2024-12-17,6,5,9,9,7,10,7.666666666666667,Passive,True,False,True,True,medium
Flowers-Morgan,Regional Branch,New York,Investment Services,1929.92,Linda Gentry,(906)210-2298x57862,"5700 Anderson Viaduct Suite 824, Port James, KS 67950",2024-02-26,2024-02-26,2024-12-01,4,6,7,8,7,8,6.666666666666667,Detractor,True,True,True,True,short
Kim-Thomas,Online Division,Pennsylvania,Branch Services,1748.46,Kimberly Scott,+1-784-213-3195,"USNS Hodge, FPO AA 70971",2024-06-21,2024-06-21,2024-12-19,10,7,10,8,8,9,8.666666666666666,Passive,False,True,False,True,short
"Sullivan, Hanna and Peterson",Regional Branch,California,Loan Services,3447.71,Casey Mosley,+1-622-312-2347x764,"40435 Moore Point, Lake Cynthiafurt, LA 86011",2024-11-07,2024-11-07,2024-11-16,9,10,8,9,7,10,8.833333333333334,Passive,True,True,False,True,short
"Jimenez, Crane and Nguyen",Online Division,Florida,Account Opening,2323.61,Rebecca Smith,720-299-3276x5117,"23804 Watson Extension Suite 681, Goodmanhaven, MP 79389",2024-11-09,2024-11-09,2024-12-01,10,7,5,8,6,9,7.5,Passive,True,True,True,True,short
Padilla-White,Online Division,New York,Investment Services,2347.38,Raymond Clark,733.286.9253x2787,"71575 White Expressway Apt. 263, Fullerview, MD 38219",2024-04-29,2024-04-29,2024-07-09,7,4,7,3,4,9,5.666666666666667,Detractor,True,False,False,True,short
"West, Flores and Whitney",Headquarters,Texas,Account Opening,3785.8,David Baker,817-889-6710x8641,"048 Rosario Creek, Lake Petertown, GA 79718",2024-09-05,2024-09-05,2024-10-31,8,6,7,7,5,10,7.166666666666667,Passive,False,True,True,True,short
"Baker, Glenn and Reed",Regional Branch,New York,Loan Services,3877.36,Erin Navarro,001-968-863-8579x33471,"6156 Brett Pike Apt. 563, North Cathyville, PW 38870",2024-04-06,2024-04-06,2024-08-18,7,8,8,3,7,6,6.5,Detractor,False,True,True,True,medium
Thompson-Martinez,Online Division,California,Online Banking,1998.38,Michelle Craig,473-573-2487,"9453 Navarro Summit Apt. 072, New Luisstad, MA 96745",2024-01-22,2024-01-22,2024-02-29,7,10,9,6,9,10,8.5,Passive,True,False,True,True,long
"Rojas, Jones and Mckinney",Online Division,Illinois,Online Banking,3924.63,Donna Johnson MD,001-872-549-0664x67940,"7041 Nielsen Ways Apt. 798, Port Charles, CT 11919",2024-09-08,2024-09-08,2024-12-02,8,6,9,8,9,9,8.166666666666666,Passive,True,True,False,True,short
Fernandez-Li,Headquarters,Georgia,Online Banking,4049.55,Russell Wilson,(508)447-8345,"84120 West Courts Suite 162, West Rachel, PW 54633",2024-05-24,2024-05-24,2024-06-05,6,10,8,10,6,10,8.333333333333334,Passive,True,False,False,True,short
Wells-Smith,Regional Branch,Pennsylvania,Online Banking,3197.91,Tina Harris,(414)486-7551x4324,"645 Wendy Rue, Morganton, MO 93588",2024-12-18,2024-12-18,2024-12-28,6,7,7,8,9,6,7.166666666666667,Passive,False,True,False,True,medium
Bell PLC,Online Division,Florida,Online Banking,2975.65,Joseph Collins,001-524-533-4021x15204,"78980 Elizabeth Freeway, New Briannatown, LA 60477",2024-11-09,2024-11-09,2024-12-20,10,10,8,8,8,9,8.833333333333334,Passive,False,False,False,True,short
"Dodson, Wiley and Johnson",Regional Branch,California,Investment Services,1977.21,William French,5672950712,"59675 Mullins Park Suite 927, Ericksonchester, MT 29187",2024-05-06,2024-05-06,2024-09-06,7,4,8,9,7,10,7.5,Passive,False,True,False,True,short
"Johnson, Ramirez and Ferguson",Regional Branch,California,Account Opening,1774.23,Jennifer Jones MD,777.928.5349,"3068 Simmons Rapids, Juanchester, KY 21793",2024-11-25,2024-11-25,2024-11-30,5,8,10,10,7,10,8.333333333333334,Passive,True,True,True,True,short
"Williams, Norman and Mccarthy",Headquarters,New York,Branch Services,2961.49,Katherine Burns,(409)367-8019x30314,"5443 Mcdonald Lock Apt. 661, Mcleanfort, MI 62687",2024-08-04,2024-08-04,2024-11-06,7,9,9,4,10,10,8.166666666666666,Passive,False,True,False,True,medium
"Walker, Esparza and Edwards",Regional Branch,New York,Investment Services,2374.44,Brooke Gibbs,(456)692-5592x9764,"384 Joshua Ports, Marissachester, OK 07650",2024-10-08,2024-10-08,2024-11-06,8,8,8,6,6,7,7.166666666666667,Passive,False,True,True,True,short
Schultz-Norris,Headquarters,Pennsylvania,Branch Services,4172.73,Amanda Gilbert,(929)672-5873,"8264 Stevens Lake, Port Karenfurt, WA 70395",2024-08-01,2024-08-01,2024-09-02,9,7,9,2,10,4,6.833333333333333,Detractor,False,True,False,True,long
"Hill, Schmidt and Atkins",Online Division,New York,Branch Services,2637.56,Alejandro Lucas IV,001-502-437-4028x38987,"255 Michael Meadows, East Nancy, CA 93878",2024-09-18,2024-09-18,2024-10-20,5,5,10,7,8,7,7.0,Passive,False,True,False,True,short
Rice Inc,Regional Branch,Pennsylvania,Account Opening,3477.04,Carl Williams,957-533-8845x53661,"PSC 1978, Box 8064, APO AA 35420",2024-10-20,2024-10-20,2024-11-03,8,5,9,7,4,7,6.666666666666667,Detractor,True,False,False,True,medium
Fox-Castaneda,Headquarters,California,Branch Services,4500.76,Michelle Newman,7573560959,"735 Miller Square Suite 200, West Kelsey, KS 54528",2024-11-26,2024-11-26,2024-12-23,9,7,7,7,10,8,8.0,Passive,True,True,False,True,short
Mcdonald Inc,Online Division,Pennsylvania,Branch Services,3430.04,Ian French,9028058602,"340 Amy Port, Justinberg, IL 67793",2024-03-24,2024-03-24,2024-11-26,10,8,7,7,7,7,7.666666666666667,Passive,True,False,True,True,medium
Caldwell-Adams,Online Division,California,Investment Services,3727.63,Jennifer Chavez,(595)598-6181x73518,"052 Foster Cape Suite 640, Wilsonchester, VT 35348",2024-11-08,2024-11-08,2024-12-04,8,9,7,8,4,9,7.5,Passive,False,True,False,True,short
"Davis, Mathis and Snyder",Headquarters,California,Investment Services,3346.49,Cheyenne Lowery,001-345-697-5821x82385,"9369 Tim Cliff, North Evan, WI 90621",2024-09-27,2024-09-27,2024-12-08,9,2,10,7,10,5,7.166666666666667,Passive,False,True,False,True,short
"Alvarez, Dickson and Turner",Headquarters,Ohio,Branch Services,3612.77,Madison Jackson,001-790-682-3129x906,"7788 Knox Roads Suite 689, South Christopher, MS 83803",2024-01-19,2024-01-19,2024-06-17,5,6,10,7,8,9,7.5,Passive,True,True,False,False,medium
Thompson Inc,Regional Branch,Illinois,Investment Services,3495.68,Mrs. Deborah Murray DVM,(733)694-8008x4472,"3516 Russell Corners Suite 853, Port Charlotteland, ME 45471",2024-09-28,2024-09-28,2024-10-03,8,8,10,7,8,10,8.5,Passive,True,True,False,True,short
Lambert-White,Online Division,Florida,Branch Services,4105.53,Adam Wilson,001-816-810-2172,"25271 Roberts Light Suite 114, Codyland, CT 54670",2024-11-14,2024-11-14,2024-11-17,10,9,5,10,5,8,7.833333333333333,Passive,False,True,True,True,short
Kaufman and Sons,Headquarters,Pennsylvania,Branch Services,2245.72,Misty Payne,+1-858-467-9283x912,"796 Michael Fort Apt. 870, Lake Carloston, NE 43368",2024-04-28,2024-04-28,2024-05-17,7,8,8,8,10,8,8.166666666666666,Passive,False,True,False,True,short
"Smith, Rodriguez and Romero",Regional Branch,Texas,Branch Services,2755.84,Kevin Thompson,+1-536-774-4024x1398,"16400 Ashley Tunnel Suite 893, North Hailey, OR 75436",2024-10-01,2024-10-01,2024-12-03,9,10,5,9,9,7,8.166666666666666,Passive,False,False,False,True,long
Mckinney-Howard,Headquarters,Ohio,Branch Services,4375.71,Leslie Robinson,258.426.7408,"27165 Jeffrey Harbors Suite 198, New Eduardoburgh, NH 24617",2024-12-06,2024-12-06,2024-12-26,7,8,7,8,5,5,6.666666666666667,Detractor,False,True,False,True,medium
"Fitzgerald, Castillo and Mendoza",Headquarters,Pennsylvania,Loan Services,4594.51,Sarah Hopkins,+1-973-455-6779x99624,"73547 Fox Courts Suite 442, Port Barryshire, NM 65763",2024-06-14,2024-06-14,2024-06-26,6,6,3,6,5,10,6.0,Detractor,True,True,True,True,short
Wilkinson-Stevens,Regional Branch,Pennsylvania,Loan Services,4009.82,Miss Jamie Martin,556-897-5250,"682 Omar Gardens, Kenthaven, SD 23480",2024-10-11,2024-10-11,2024-10-19,6,10,9,7,3,10,7.5,Passive,True,True,False,True,medium
Kim-Williams,Online Division,California,Loan Services,1610.43,Brittany Kerr,639.943.7140x59383,"18489 Alexandra Pine, Erichaven, NH 68076",2024-06-12,2024-06-12,2024-12-28,4,10,10,10,9,9,8.666666666666666,Passive,False,True,False,True,long
"Cooper, Brown and Richardson",Online Division,Pennsylvania,Investment Services,3853.42,Mr. Kenneth Leach,956-560-1347,"312 Stephanie Fords Suite 525, Normanton, WA 91731",2024-12-08,2024-12-08,2024-12-14,9,8,8,7,6,7,7.5,Passive,True,True,False,True,short
Myers Ltd,Regional Branch,New York,Investment Services,1307.04,Samantha Bailey,(285)554-7759,"523 Madison Rue Apt. 472, Foxtown, WY 06831",2024-01-10,2024-01-10,2024-08-27,7,6,5,8,10,9,7.5,Passive,True,True,False,True,short
"Stokes, Jones and Koch",Regional Branch,California,Account Opening,1429.5,Adrienne Bryant,626.353.0156x28165,"958 Patricia River Suite 385, Meghanfurt, WI 25017",2024-01-27,2024-01-27,2024-04-03,6,9,6,7,9,6,7.166666666666667,Passive,False,True,True,True,long
Parrish Ltd,Online Division,Florida,Investment Services,3105.38,Michael Hamilton,+1-895-971-5321x913,"77911 Jose Skyway Suite 390, North Douglas, VI 47399",2024-05-01,2024-05-01,2024-07-27,5,6,8,4,8,7,6.333333333333333,Detractor,False,True,True,True,long
"Holmes, Banks and Bennett",Regional Branch,California,Branch Services,3552.49,Jackie Rivera,(548)541-0526,"0373 Charles Mission, West Larry, FL 30168",2024-10-17,2024-10-17,2024-11-09,8,10,8,7,8,9,8.333333333333334,Passive,True,True,False,False,medium
"Miller, Tyler and Cole",Online Division,Texas,Investment Services,3048.86,Christian Brown,001-713-843-6375,"4197 Young View Apt. 915, Lake Ericshire, NM 02950",2024-01-06,2024-01-06,2024-07-27,8,6,6,5,10,5,6.666666666666667,Detractor,False,False,False,True,short
Myers-Morgan,Online Division,New York,Investment Services,2307.09,Michael Allen,4893555535,"933 Robert Roads Apt. 442, New Richard, HI 94269",2024-08-03,2024-08-03,2024-09-12,6,9,7,10,6,8,7.666666666666667,Passive,True,True,False,True,medium
Greer Inc,Online Division,Texas,Investment Services,2164.65,Stephanie Ellis,+1-576-680-2589x7799,"89432 Young Ridge Apt. 578, East Dariusfurt, FM 19999",2024-11-30,2024-11-30,2024-12-16,10,5,8,9,8,7,7.833333333333333,Passive,True,True,True,False,short
Hunter Inc,Online Division,Ohio,Loan Services,2870.18,Danny Lawson,8764453048,"PSC 3262, Box 0700, APO AA 87202",2024-09-22,2024-09-22,2024-10-12,8,7,9,10,6,5,7.5,Passive,True,True,False,True,short
"Edwards, Holder and Hall",Headquarters,California,Online Banking,2911.72,Cody Lewis,584-602-8047x4066,"5714 Joshua Divide, Deantown, UT 65026",2024-03-04,2024-03-04,2024-12-06,10,6,10,10,6,9,8.5,Passive,False,True,False,True,short
"Powell, Dixon and Ward",Regional Branch,Florida,Loan Services,4628.4,Amber Lawson,(509)728-6521x949,"97624 Schmidt Circles, Port Johnnystad, WA 23574",2024-07-18,2024-07-18,2024-12-15,7,7,6,5,6,5,6.0,Detractor,True,True,False,True,short
"Clark, Scott and Miranda",Online Division,New York,Investment Services,3034.08,Michelle Sanchez,(726)500-1945,"18386 Hall Harbor Apt. 369, Johnville, NM 98829",2024-08-10,2024-08-10,2024-08-24,6,8,4,8,9,4,6.5,Detractor,True,True,True,True,long
Davidson PLC,Online Division,Texas,Online Banking,3374.06,Danny Webb,001-333-338-1787x0262,"0392 Amanda Prairie, West Robert, CO 25407",2024-10-14,2024-10-14,2024-12-08,10,5,10,8,6,7,7.666666666666667,Passive,True,True,True,False,medium
Warner Ltd,Online Division,Georgia,Loan Services,3558.33,Matthew Boyle,547.966.9959x3517,"8072 Derek Burgs Apt. 959, New Alexisville, PW 22706",2024-12-06,2024-12-06,2024-12-14,8,9,6,8,5,7,7.166666666666667,Passive,True,True,False,False,short
Reeves-Williams,Online Division,Georgia,Online Banking,2096.09,Janice Phillips,+1-290-315-8826x4791,"8141 Mcdonald Extension, South Denise, SD 42343",2024-04-08,2024-04-08,2024-04-13,6,10,10,9,5,7,7.833333333333333,Passive,False,True,False,False,long
Parker Group,Online Division,Texas,Investment Services,4213.1,Tracy Rose,001-746-230-9953x574,"USS Nichols, FPO AA 38741",2024-09-22,2024-09-22,2024-11-25,8,10,8,8,7,8,8.166666666666666,Passive,True,True,False,True,short
"Lopez, Kim and Carter",Online Division,California,Investment Services,2847.53,Alyssa Park,+1-833-457-3468x60637,"3905 Harris Motorway, North Anna, MI 01811",2024-07-28,2024-07-28,2024-12-21,9,9,6,5,4,9,7.0,Passive,True,True,False,True,medium
"Ward, Hamilton and Rios",Regional Branch,California,Loan Services,1896.63,John Crane,+1-935-867-9590x10589,"1724 Jennifer Brook Suite 442, Baldwinshire, NV 35567",2024-05-14,2024-05-14,2024-12-05,3,8,10,7,9,8,7.5,Passive,False,False,True,True,short
Smith-Trevino,Regional Branch,Florida,Online Banking,2901.11,Amanda Wilson,892.379.1841,"071 White Wall, Burnsport, IA 56346",2024-03-11,2024-03-11,2024-05-15,9,7,8,8,6,9,7.833333333333333,Passive,True,True,True,True,short
